company,model_name,year,age,kms_driven,fuel_type,transmission,owner,Price,name,source,price_lakh
Maruti Suzuki,Celerio,2022,4,20000,Diesel,Automatic,first,593750,Maruti Suzuki Celerio,kaggle_market,5.94
Honda,Jazz,2015,11,114000,Diesel,Manual,second,494000,Honda Jazz,kaggle_market,4.94
Hyundai,Xcent,2015,11,114000,Diesel,Manual,first,380000,Hyundai Xcent,kaggle_market,3.8
Renault,Duster,2017,9,80000,Diesel,Manual,second,593750,Renault Duster,kaggle_market,5.94
Honda,Civic,2007,19,103000,Petrol,Automatic,second,275500,Honda Civic,kaggle_market,2.76
Tata,Tiago,2018,8,52000,Petrol,Automatic,first,470250,Tata Tiago,kaggle_market,4.7
Toyota,Urban Cruiser Hyryder,2023,3,24000,Petrol,Automatic,first,1800250,Toyota Urban Cruiser Hyryder,kaggle_market,18.0
Maruti Suzuki,Eeco,2021,5,19000,Petrol,Automatic,second,380000,Maruti Suzuki Eeco,kaggle_market,3.8
Hyundai,Verna,2020,6,95000,Diesel,Manual,first,950000,Hyundai Verna,kaggle_market,9.5
Toyota,Innova,2014,12,111000,Diesel,Manual,second,945250,Toyota Innova,kaggle_market,9.45
Maruti Suzuki,Wagon-R-1-0,2016,10,59000,Petrol,Automatic,first,394250,Maruti Suzuki Wagon-R-1-0,kaggle_market,3.94
Audi,Q3,2015,11,110000,Diesel,Automatic,first,1567500,Audi Q3,kaggle_market,15.68
Kia,Sonet,2020,6,47000,Petrol,Automatic,first,1106750,Kia Sonet,kaggle_market,11.07
Jeep,Compass,2019,7,52000,Petrol,Automatic,second,1235000,Jeep Compass,kaggle_market,12.35
Toyota,Fortuner,2017,9,112000,Diesel,Automatic,first,2137500,Toyota Fortuner,kaggle_market,21.38
Volkswagen,Ameo,2018,8,52000,Petrol,Manual,second,570000,Volkswagen Ameo,kaggle_market,5.7
Mahindra,Scorpio-N,2023,3,20000,Diesel,Automatic,first,2422500,Mahindra Scorpio-N,kaggle_market,24.22
Maruti Suzuki,Baleno,2016,10,45000,Petrol,Manual,second,517750,Maruti Suzuki Baleno,kaggle_market,5.18
Tata,Harrier,2019,7,48000,Diesel,Manual,first,992750,Tata Harrier,kaggle_market,9.93
Chevrolet,Spark,2009,17,99999,Petrol,Automatic,second,66500,Chevrolet Spark,kaggle_market,0.66
Mahindra,Bolero,2015,11,92000,Diesel,Manual,second,394250,Mahindra Bolero,kaggle_market,3.94
Maruti Suzuki,Vitara-Brezza,2019,7,78000,Diesel,Manual,first,888250,Maruti Suzuki Vitara-Brezza,kaggle_market,8.88
Tata,Nano,2009,17,23000,Petrol,Manual,second,57000,Tata Nano,kaggle_market,0.57
Hyundai,Creta,2019,7,21000,Petrol,Manual,first,826500,Hyundai Creta,kaggle_market,8.26
Hyundai,Grand I10,2016,10,170000,Diesel,Manual,second,389500,Hyundai Grand I10,kaggle_market,3.9
Audi,Q7,2018,8,69000,Diesel,Automatic,second,4607500,Audi Q7,kaggle_market,46.08
Mg,Hector,2021,5,39652,Diesel,Manual,first,1239750,Mg Hector,kaggle_market,12.4
Tata,Nexon,2022,4,13000,Petrol,Manual,first,854050,Tata Nexon,kaggle_market,8.54
Maruti Suzuki,Alto-800,2023,3,6200,Petrol,Manual,first,380000,Maruti Suzuki Alto-800,kaggle_market,3.8
Toyota,Fortuner,2019,7,180000,Diesel,Manual,first,2831000,Toyota Fortuner,kaggle_market,28.31
Mahindra,Xuv 300,2019,7,40000,Diesel,Manual,first,973750,Mahindra Xuv 300,kaggle_market,9.74
Tata,Indigo Ecs,2014,12,112000,Diesel,Automatic,second,95000,Tata Indigo Ecs,kaggle_market,0.95
Maruti Suzuki,Baleno,2018,8,65000,Petrol,Manual,second,498750,Maruti Suzuki Baleno,kaggle_market,4.99
Maruti Suzuki,Swift-Dzire,2018,8,45617,Petrol,Automatic,first,688750,Maruti Suzuki Swift-Dzire,kaggle_market,6.89
Bmw,X6,2015,11,49000,Petrol,Automatic,second,6840000,Bmw X6,kaggle_market,68.4
Mercedes-Benz,E-Class,2014,12,75000,Diesel,Automatic,second,1110550,Mercedes-Benz E-Class,kaggle_market,11.11
Nissan,Terrano,2014,12,95000,Diesel,Manual,second,427500,Nissan Terrano,kaggle_market,4.28
Maruti Suzuki,Swift-Dzire,2010,16,165000,Diesel,Manual,first,256500,Maruti Suzuki Swift-Dzire,kaggle_market,2.56
Maruti Suzuki,Celerio,2014,12,37000,Petrol,Automatic,second,320150,Maruti Suzuki Celerio,kaggle_market,3.2
Mg,Hector Plus,2023,3,27000,Petrol,Automatic,first,1733750,Mg Hector Plus,kaggle_market,17.34
Honda,Crv,2015,11,90000,Petrol,Automatic,second,755250,Honda Crv,kaggle_market,7.55
Renault,Triber,2019,7,43000,Petrol,Manual,first,536750,Renault Triber,kaggle_market,5.37
Maruti Suzuki,Eeco,2013,13,27000,Petrol,Manual,second,284050,Maruti Suzuki Eeco,kaggle_market,2.84
Maruti Suzuki,Ertiga,2015,11,110000,Diesel,Manual,first,631750,Maruti Suzuki Ertiga,kaggle_market,6.32
Honda,Brio,2015,11,36000,Petrol,Automatic,second,356250,Honda Brio,kaggle_market,3.56
Bmw,3 Series,2011,15,39000,Diesel,Automatic,second,1235000,Bmw 3 Series,kaggle_market,12.35
Volkswagen,Polo,2019,7,15000,Petrol,Manual,first,546250,Volkswagen Polo,kaggle_market,5.46
Hyundai,Venue,2021,5,28000,Diesel,Manual,first,997500,Hyundai Venue,kaggle_market,9.98
Toyota,Fortuner,2011,15,125000,Diesel,Manual,second,617500,Toyota Fortuner,kaggle_market,6.18
Maruti Suzuki,Jimny,2024,2,11000,Petrol,Automatic,first,1130500,Maruti Suzuki Jimny,kaggle_market,11.3
Land Rover,Range Rover Velar,2020,6,46000,Petrol,Automatic,second,7125000,Land Rover Range Rover Velar,kaggle_market,71.25
Chevrolet,Trailblazer,2015,11,116000,Diesel,Automatic,second,646000,Chevrolet Trailblazer,kaggle_market,6.46
Mahindra,Quanto,2013,13,75000,Diesel,Manual,first,242250,Mahindra Quanto,kaggle_market,2.42
Honda,Amaze,2013,13,110000,Petrol,Manual,first,332499,Honda Amaze,kaggle_market,3.32
Hyundai,Eon,2014,12,60000,Petrol,Manual,second,261250,Hyundai Eon,kaggle_market,2.61
Ford,Endeavour,2021,5,59000,Diesel,Automatic,first,3135000,Ford Endeavour,kaggle_market,31.35
Mahindra,Scorpio,2015,11,90000,Diesel,Manual,second,807500,Mahindra Scorpio,kaggle_market,8.07
Hyundai,New I20,2023,3,7200,Petrol,Manual,first,855000,Hyundai New I20,kaggle_market,8.55
Bmw,X3,2019,7,80000,Diesel,Automatic,second,2612500,Bmw X3,kaggle_market,26.12
Tata,Sumo Victa,2011,15,285000,Diesel,Automatic,second,266000,Tata Sumo Victa,kaggle_market,2.66
Mercedes-Benz,C-Class,2020,6,29000,Diesel,Automatic,first,2422500,Mercedes-Benz C-Class,kaggle_market,24.22
Maruti Suzuki,Alto K10,2017,9,27000,Petrol,Automatic,second,361000,Maruti Suzuki Alto K10,kaggle_market,3.61
Maruti Suzuki,Baleno,2018,8,30000,Petrol,Manual,second,664050,Maruti Suzuki Baleno,kaggle_market,6.64
Jaguar,Xj,2015,11,80250,Petrol,Automatic,second,2042500,Jaguar Xj,kaggle_market,20.42
Honda,Wrv,2017,9,79000,Diesel,Manual,first,802750,Honda Wrv,kaggle_market,8.03
Kia,Seltos,2022,4,30000,Diesel,Automatic,first,1776500,Kia Seltos,kaggle_market,17.76
Mahindra,Thar,2021,5,41000,Diesel,Automatic,first,1396500,Mahindra Thar,kaggle_market,13.96
Volkswagen,Polo,2010,16,90000,Petrol,Manual,first,237500,Volkswagen Polo,kaggle_market,2.38
Hyundai,Eon,2013,13,78000,Petrol,Manual,second,150100,Hyundai Eon,kaggle_market,1.5
Maruti Suzuki,Vitara-Brezza,2020,6,50000,Diesel,Manual,first,997500,Maruti Suzuki Vitara-Brezza,kaggle_market,9.98
Maruti Suzuki,Swift,2014,12,80000,Diesel,Manual,second,390450,Maruti Suzuki Swift,kaggle_market,3.9
Hyundai,Alcazar,2022,4,37000,Diesel,Automatic,first,1724250,Hyundai Alcazar,kaggle_market,17.24
Ford,Figo Aspire,2017,9,61101,Petrol,Manual,second,375250,Ford Figo Aspire,kaggle_market,3.75
Mahindra,Xuv500,2015,11,74000,Diesel,Manual,first,707750,Mahindra Xuv500,kaggle_market,7.08
Bmw,X7,2023,3,37000,Diesel,Automatic,first,9500000,Bmw X7,kaggle_market,95.0
Mahindra,Xuv500,2015,11,83000,Diesel,Manual,first,926250,Mahindra Xuv500,kaggle_market,9.26
Maruti Suzuki,Alto-800,2016,10,45000,Petrol,Manual,first,341050,Maruti Suzuki Alto-800,kaggle_market,3.41
Volvo,Xc60,2018,8,110000,Diesel,Automatic,first,831250,Volvo Xc60,kaggle_market,8.31
Maruti Suzuki,Vitara-Brezza,2017,9,71000,Diesel,Manual,first,598500,Maruti Suzuki Vitara-Brezza,kaggle_market,5.98
Mg,Gloster,2022,4,84000,Diesel,Automatic,first,3230000,Mg Gloster,kaggle_market,32.3
Maruti Suzuki,Alto-K10,2017,9,43400,Petrol,Automatic,first,261250,Maruti Suzuki Alto-K10,kaggle_market,2.61
Honda,City,2017,9,66000,Diesel,Manual,first,655500,Honda City,kaggle_market,6.56
Toyota,Innova Crysta,2020,6,61500,Diesel,Automatic,first,2802500,Toyota Innova Crysta,kaggle_market,28.02
Hyundai,Elite I20,2019,7,51000,Petrol,Automatic,first,655500,Hyundai Elite I20,kaggle_market,6.56
Skoda,Superb,2015,11,142000,Diesel,Automatic,first,807500,Skoda Superb,kaggle_market,8.07
Hyundai,Santro Xing,2006,20,58645,Petrol,Manual,second,93100,Hyundai Santro Xing,kaggle_market,0.93
Hyundai,Verna,2017,9,80000,Diesel,Manual,first,527250,Hyundai Verna,kaggle_market,5.27
Mahindra,Bolero,2012,14,79000,Diesel,Manual,second,603250,Mahindra Bolero,kaggle_market,6.03
Maruti Suzuki,Swift,2019,7,49805,Petrol,Manual,first,517750,Maruti Suzuki Swift,kaggle_market,5.18
Skoda,Octavia,2016,10,80000,Diesel,Automatic,first,878750,Skoda Octavia,kaggle_market,8.79
Audi,A6,2017,9,52000,Petrol,Automatic,first,2066250,Audi A6,kaggle_market,20.66
Fiat,Punto,2012,14,123600,Diesel,Manual,second,152000,Fiat Punto,kaggle_market,1.52
Tata,Indica Vista,2012,14,125000,Diesel,Manual,first,77900,Tata Indica Vista,kaggle_market,0.78
Honda,Amaze,2013,13,55513,Petrol,Manual,first,313500,Honda Amaze,kaggle_market,3.14
Maruti Suzuki,Swift,2014,12,104000,Diesel,Manual,second,441750,Maruti Suzuki Swift,kaggle_market,4.42
Volkswagen,Ventotest,2012,14,73000,Petrol,Automatic,second,280250,Volkswagen Ventotest,kaggle_market,2.8
Hyundai,I20 N Line,2023,3,14800,Petrol,Automatic,first,997500,Hyundai I20 N Line,kaggle_market,9.98
Mg,Astor,2022,4,16000,Petrol,Automatic,first,1068750,Mg Astor,kaggle_market,10.69
Bmw,3 Series Gt,2015,11,61000,Diesel,Automatic,second,1140000,Bmw 3 Series Gt,kaggle_market,11.4
Bmw,3 Series Gt,2017,9,68303,Diesel,Automatic,second,1995000,Bmw 3 Series Gt,kaggle_market,19.95
Toyota,Fortuner,2016,10,75000,Diesel,Manual,first,1330000,Toyota Fortuner,kaggle_market,13.3
Maruti Suzuki,Swift-Dzire,2020,6,53000,Petrol,Automatic,first,622250,Maruti Suzuki Swift-Dzire,kaggle_market,6.22
Skoda,Superb,2015,11,68000,Petrol,Manual,second,536750,Skoda Superb,kaggle_market,5.37
Maruti Suzuki,Vitara-Brezza,2017,9,84000,Diesel,Manual,first,826500,Maruti Suzuki Vitara-Brezza,kaggle_market,8.26
Maruti Suzuki,Swift,2021,5,34000,Petrol,Manual,second,636500,Maruti Suzuki Swift,kaggle_market,6.36
Volvo,S60 Cross Country,2018,8,100000,Diesel,Automatic,first,1520000,Volvo S60 Cross Country,kaggle_market,15.2
Maruti Suzuki,Baleno,2020,6,40000,Petrol,Manual,first,660250,Maruti Suzuki Baleno,kaggle_market,6.6
Hyundai,I10,2010,16,75000,Petrol,Manual,second,114000,Hyundai I10,kaggle_market,1.14
Bmw,5 Series,2013,13,82000,Diesel,Automatic,second,1230250,Bmw 5 Series,kaggle_market,12.3
Bmw,5 Series,2015,11,68000,Diesel,Automatic,second,1353750,Bmw 5 Series,kaggle_market,13.54
Mahindra,Marazzo,2018,8,39000,Diesel,Manual,second,712500,Mahindra Marazzo,kaggle_market,7.12
Mg,Hector,2019,7,49067,Petrol,Automatic,first,1401250,Mg Hector,kaggle_market,14.01
Maruti Suzuki,Ertiga,2013,13,57899,Petrol,Manual,second,408499,Maruti Suzuki Ertiga,kaggle_market,4.08
Mercedes-Benz,E-Class,2012,14,73000,Diesel,Automatic,second,940500,Mercedes-Benz E-Class,kaggle_market,9.4
Maruti Suzuki,Vitara-Brezza,2018,8,25000,Diesel,Automatic,first,698250,Maruti Suzuki Vitara-Brezza,kaggle_market,6.98
Tata,Nexon,2021,5,25945,Petrol,Automatic,first,992750,Tata Nexon,kaggle_market,9.93
Hyundai,I10,2010,16,38278,Petrol,Automatic,first,228000,Hyundai I10,kaggle_market,2.28
Maruti Suzuki,Swift,2017,9,91000,Diesel,Manual,first,536750,Maruti Suzuki Swift,kaggle_market,5.37
Mercedes-Benz,E-Class,2018,8,38000,Diesel,Automatic,second,3562500,Mercedes-Benz E-Class,kaggle_market,35.62
Chevrolet,Cruze,2012,14,45000,Diesel,Automatic,second,534850,Chevrolet Cruze,kaggle_market,5.35
Maruti Suzuki,Baleno,2022,4,54000,Petrol,Manual,first,688750,Maruti Suzuki Baleno,kaggle_market,6.89
Volvo,Xc 90,2016,10,102000,Diesel,Automatic,first,3609050,Volvo Xc 90,kaggle_market,36.09
Toyota,Glanza,2022,4,51321,Petrol,Manual,first,593846,Toyota Glanza,kaggle_market,5.94
Tata,Xenon Xt,2017,9,45000,Diesel,Manual,second,484500,Tata Xenon Xt,kaggle_market,4.84
Maruti Suzuki,Celerio,2018,8,45000,Petrol,Automatic,second,451250,Maruti Suzuki Celerio,kaggle_market,4.51
Maruti Suzuki,Ciaz,2014,12,51957,Petrol,Manual,second,475000,Maruti Suzuki Ciaz,kaggle_market,4.75
Ford,Ecosport,2014,12,75000,Diesel,Manual,first,422750,Ford Ecosport,kaggle_market,4.23
Maruti Suzuki,Swift,2020,6,37540,Petrol,Automatic,first,608000,Maruti Suzuki Swift,kaggle_market,6.08
Toyota,Fortuner,2016,10,160000,Diesel,Manual,second,1496250,Toyota Fortuner,kaggle_market,14.96
Bmw,5 Series,2011,15,85000,Diesel,Automatic,second,617500,Bmw 5 Series,kaggle_market,6.18
Renault,Kwid,2018,8,42000,Petrol,Manual,first,342000,Renault Kwid,kaggle_market,3.42
Tata,Nano,2013,13,20000,Petrol,Manual,first,80750,Tata Nano,kaggle_market,0.81
Ford,Ecosport,2015,11,52000,Petrol,Manual,first,498750,Ford Ecosport,kaggle_market,4.99
Maruti Suzuki,Celerio,2015,11,113000,Petrol,Automatic,second,323000,Maruti Suzuki Celerio,kaggle_market,3.23
Bmw,3 Series Gt,2016,10,75000,Diesel,Automatic,second,1709050,Bmw 3 Series Gt,kaggle_market,17.09
Mitsubishi,Lancer,1999,27,225000,Diesel,Manual,second,85500,Mitsubishi Lancer,kaggle_market,0.86
Maruti Suzuki,Alto,2011,15,42000,Petrol,Manual,second,142500,Maruti Suzuki Alto,kaggle_market,1.42
Toyota,Fortuner,2019,7,93000,Diesel,Automatic,first,2398750,Toyota Fortuner,kaggle_market,23.99
Hyundai,Verna,2014,12,71000,Diesel,Manual,second,332500,Hyundai Verna,kaggle_market,3.32
Mercedes-Benz,Gl-Class,2014,12,52300,Diesel,Automatic,second,2802500,Mercedes-Benz Gl-Class,kaggle_market,28.02
Mercedes-Benz,E-Class,2012,14,74000,Diesel,Automatic,first,843600,Mercedes-Benz E-Class,kaggle_market,8.44
Maruti Suzuki,Swift,2018,8,22000,Petrol,Manual,second,560500,Maruti Suzuki Swift,kaggle_market,5.6
Mercedes-Benz,Gla,2016,10,121000,Diesel,Automatic,second,1283450,Mercedes-Benz Gla,kaggle_market,12.83
Skoda,Slavia,2024,2,3000,Petrol,Automatic,first,1567500,Skoda Slavia,kaggle_market,15.68
Bmw,X1,2012,14,62000,Petrol,Automatic,second,569050,Bmw X1,kaggle_market,5.69
Toyota,Land Cruiser Prado,2014,12,180000,Diesel,Automatic,second,4512500,Toyota Land Cruiser Prado,kaggle_market,45.12
Mg,Hector,2020,6,80000,Petrol,Automatic,first,1187500,Mg Hector,kaggle_market,11.88
Bmw,X1,2017,9,83000,Diesel,Automatic,first,1805000,Bmw X1,kaggle_market,18.05
Hyundai,I10,2013,13,56000,Petrol,Manual,second,275500,Hyundai I10,kaggle_market,2.76
Bmw,5 Series,2011,15,65000,Diesel,Automatic,second,498750,Bmw 5 Series,kaggle_market,4.99
Maruti Suzuki,Swift,2011,15,60000,Petrol,Manual,second,180500,Maruti Suzuki Swift,kaggle_market,1.8
Skoda,Laura,2011,15,71225,Petrol,Manual,second,515850,Skoda Laura,kaggle_market,5.16
Hyundai,Verna,2012,14,68000,Petrol,Manual,second,327750,Hyundai Verna,kaggle_market,3.28
Jeep,Compass,2017,9,78600,Diesel,Manual,first,1092500,Jeep Compass,kaggle_market,10.92
Hyundai,Aura,2020,6,53000,Petrol,Manual,first,617500,Hyundai Aura,kaggle_market,6.18
Maruti Suzuki,Alto-800,2021,5,18000,Petrol,Manual,first,358150,Maruti Suzuki Alto-800,kaggle_market,3.58
Tata,Bolt,2017,9,48000,Petrol,Automatic,second,209000,Tata Bolt,kaggle_market,2.09
Bmw,3 Series Gt,2015,11,55000,Diesel,Automatic,second,2375000,Bmw 3 Series Gt,kaggle_market,23.75
Honda,City,2018,8,70000,Petrol,Manual,second,565250,Honda City,kaggle_market,5.65
Ford,Figo,2014,12,89500,Diesel,Manual,second,123499,Ford Figo,kaggle_market,1.23
Honda,City,2011,15,53000,Petrol,Automatic,first,432250,Honda City,kaggle_market,4.32
Hyundai,Grand I10,2017,9,39000,Petrol,Automatic,second,437000,Hyundai Grand I10,kaggle_market,4.37
Toyota,Etios,2015,11,168000,Diesel,Manual,second,403750,Toyota Etios,kaggle_market,4.04
Hyundai,I20,2024,2,1500,Petrol,Manual,first,878750,Hyundai I20,kaggle_market,8.79
Honda,City,2018,8,76000,Petrol,Automatic,second,807500,Honda City,kaggle_market,8.07
Honda,Wrv,2017,9,70000,Diesel,Manual,first,617500,Honda Wrv,kaggle_market,6.18
Maruti Suzuki,Alto-K10,2012,14,32000,Petrol,Manual,second,213750,Maruti Suzuki Alto-K10,kaggle_market,2.14
Toyota,Etios,2018,8,146000,Diesel,Manual,second,565250,Toyota Etios,kaggle_market,5.65
Hyundai,I10,2013,13,90000,Petrol,Manual,first,189050,Hyundai I10,kaggle_market,1.89
Volkswagen,Polo,2018,8,50000,Petrol,Manual,first,375250,Volkswagen Polo,kaggle_market,3.75
Hyundai,Elantra,2016,10,85000,Petrol,Automatic,first,912000,Hyundai Elantra,kaggle_market,9.12
Tata,Nexon,2019,7,36788,Petrol,Automatic,second,741000,Tata Nexon,kaggle_market,7.41
Hyundai,Grand I10,2017,9,79000,Diesel,Manual,second,266000,Hyundai Grand I10,kaggle_market,2.66
Maruti Suzuki,Ciaz,2015,11,79000,Diesel,Manual,first,570000,Maruti Suzuki Ciaz,kaggle_market,5.7
Skoda,Superb,2018,8,62000,Diesel,Automatic,first,1757500,Skoda Superb,kaggle_market,17.58
Maruti Suzuki,Swift,2019,7,53000,Petrol,Manual,first,475000,Maruti Suzuki Swift,kaggle_market,4.75
Toyota,Innova Crysta,2018,8,79000,Diesel,Automatic,first,1638750,Toyota Innova Crysta,kaggle_market,16.39
Audi,A4,2020,6,38000,Petrol,Automatic,first,2707500,Audi A4,kaggle_market,27.08
Toyota,Innova Crysta,2021,5,43000,Diesel,Automatic,first,1995000,Toyota Innova Crysta,kaggle_market,19.95
Honda,City Zx,2020,6,49000,Petrol,Automatic,second,1192250,Honda City Zx,kaggle_market,11.92
Kia,Seltos,2020,6,52000,Petrol,Automatic,first,1163750,Kia Seltos,kaggle_market,11.64
Mahindra,Xuv 300,2022,4,44000,Diesel,Manual,first,769500,Mahindra Xuv 300,kaggle_market,7.7
Mercedes-Benz,M-Class,2012,14,175000,Diesel,Automatic,second,1234050,Mercedes-Benz M-Class,kaggle_market,12.34
Maruti Suzuki,800,2006,20,26500,Petrol,Manual,second,118750,Maruti Suzuki 800,kaggle_market,1.19
Mahindra,Scorpio,2018,8,67000,Diesel,Manual,first,1168500,Mahindra Scorpio,kaggle_market,11.68
Hyundai,I20,2015,11,54500,Diesel,Manual,second,465500,Hyundai I20,kaggle_market,4.66
Maruti Suzuki,Swift-Dzire,2010,16,121000,Diesel,Manual,first,365750,Maruti Suzuki Swift-Dzire,kaggle_market,3.66
Hyundai,Venue,2019,7,68216,Petrol,Manual,second,617500,Hyundai Venue,kaggle_market,6.18
Nissan,Terrano,2015,11,78000,Diesel,Manual,first,261250,Nissan Terrano,kaggle_market,2.61
Maruti Suzuki,Swift,2014,12,72000,Petrol,Manual,second,370500,Maruti Suzuki Swift,kaggle_market,3.7
Ford,Figo,2010,16,48000,Petrol,Manual,second,133000,Ford Figo,kaggle_market,1.33
Renault,Kwid,2016,10,77000,Petrol,Automatic,second,185250,Renault Kwid,kaggle_market,1.85
Toyota,Fortuner,2018,8,158000,Diesel,Automatic,first,2755000,Toyota Fortuner,kaggle_market,27.55
Tata,Safari,2022,4,42000,Diesel,Manual,first,1681500,Tata Safari,kaggle_market,16.82
Hyundai,I10,2010,16,78000,Petrol,Manual,second,251750,Hyundai I10,kaggle_market,2.52
Volkswagen,Ameo,2018,8,68533,Petrol,Manual,first,489820,Volkswagen Ameo,kaggle_market,4.9
Renault,Duster,2018,8,83000,Diesel,Automatic,second,902500,Renault Duster,kaggle_market,9.02
Tata,Indigo Ecs,2014,12,190555,Diesel,Manual,second,209000,Tata Indigo Ecs,kaggle_market,2.09
Tata,Zest,2018,8,150000,Diesel,Manual,second,389500,Tata Zest,kaggle_market,3.9
Skoda,Superb,2017,9,138000,Diesel,Automatic,second,1805000,Skoda Superb,kaggle_market,18.05
Toyota,Etios Liva,2015,11,250000,Diesel,Manual,first,475000,Toyota Etios Liva,kaggle_market,4.75
Maruti Suzuki,Swift-Dzire,2015,11,59200,Petrol,Manual,second,422750,Maruti Suzuki Swift-Dzire,kaggle_market,4.23
Volkswagen,Taigun,2022,4,55000,Petrol,Automatic,second,1353750,Volkswagen Taigun,kaggle_market,13.54
Honda,City,2015,11,53370,Petrol,Automatic,first,589950,Honda City,kaggle_market,5.9
Skoda,Octavia,2016,10,92000,Petrol,Automatic,second,760000,Skoda Octavia,kaggle_market,7.6
Kia,Sonet,2021,5,61000,Petrol,Automatic,second,755250,Kia Sonet,kaggle_market,7.55
Tata,Nano,2015,11,23000,Petrol,Automatic,second,261250,Tata Nano,kaggle_market,2.61
Maruti Suzuki,Wagon-R,2009,17,150000,Petrol,Manual,second,142500,Maruti Suzuki Wagon-R,kaggle_market,1.42
Toyota,Innova Crysta,2019,7,65000,Diesel,Automatic,first,2560250,Toyota Innova Crysta,kaggle_market,25.6
Maruti Suzuki,Wagon-R-1-0,2016,10,77000,Petrol,Automatic,second,332500,Maruti Suzuki Wagon-R-1-0,kaggle_market,3.32
Maruti Suzuki,Swift-Dzire,2010,16,100000,Diesel,Manual,second,152000,Maruti Suzuki Swift-Dzire,kaggle_market,1.52
Maruti Suzuki,Swift,2018,8,80000,Diesel,Automatic,second,617500,Maruti Suzuki Swift,kaggle_market,6.18
Ford,Ecosport,2018,8,72000,Diesel,Manual,first,831250,Ford Ecosport,kaggle_market,8.31
Skoda,Kodiaq,2018,8,92000,Diesel,Automatic,second,2797855,Skoda Kodiaq,kaggle_market,27.98
Audi,A6,2021,5,22000,Petrol,Automatic,first,4203750,Audi A6,kaggle_market,42.04
Maruti Suzuki,Ciaz,2014,12,86265,Diesel,Manual,second,370500,Maruti Suzuki Ciaz,kaggle_market,3.7
Mahindra,Xuv500,2014,12,170000,Diesel,Manual,second,365750,Mahindra Xuv500,kaggle_market,3.66
Maruti Suzuki,Celerio,2016,10,42114,Petrol,Automatic,first,375250,Maruti Suzuki Celerio,kaggle_market,3.75
Hyundai,Grand I10 Nios,2021,5,51000,Petrol,Manual,first,617500,Hyundai Grand I10 Nios,kaggle_market,6.18
Mg,Hector,2021,5,48000,Petrol,Automatic,second,1306250,Mg Hector,kaggle_market,13.06
Hyundai,I20,2023,3,13000,Petrol,Automatic,first,926250,Hyundai I20,kaggle_market,9.26
Maruti Suzuki,Swift,2017,9,57000,Petrol,Manual,second,379525,Maruti Suzuki Swift,kaggle_market,3.8
Maruti Suzuki,Alto-K10,2011,15,67000,Petrol,Manual,second,147250,Maruti Suzuki Alto-K10,kaggle_market,1.47
Ford,Ecosport,2017,9,123000,Diesel,Manual,first,641250,Ford Ecosport,kaggle_market,6.41
Maruti Suzuki,Eeco,2022,4,40000,Petrol,Manual,second,498750,Maruti Suzuki Eeco,kaggle_market,4.99
Mini,Cooper Convertible,2019,7,24000,Petrol,Automatic,first,4275000,Mini Cooper Convertible,kaggle_market,42.75
Mahindra,Bolero,2010,16,90000,Diesel,Manual,second,152000,Mahindra Bolero,kaggle_market,1.52
Skoda,Slavia,2022,4,72000,Petrol,Manual,first,1129550,Skoda Slavia,kaggle_market,11.3
Mahindra,Scorpio,2020,6,72586,Diesel,Manual,first,1368000,Mahindra Scorpio,kaggle_market,13.68
