company,model_name,year,age,kms_driven,fuel_type,transmission,owner,Price,name,source,price_lakh
Hyundai,Creta,2017,9,58212,Diesel,Automatic,first,783750,Hyundai Creta,kaggle_market,7.84
Mercedes-Benz,E-Class,2017,9,60000,Diesel,Automatic,first,2137500,Mercedes-Benz E-Class,kaggle_market,21.38
Mahindra,Bolero,2013,13,57450,Diesel,Manual,first,365750,Mahindra Bolero,kaggle_market,3.66
Lexus,Es,2022,4,30000,Petrol,Automatic,first,5700000,Lexus Es,kaggle_market,57.0
Mahindra,Tuv 300,2015,11,79900,Diesel,Automatic,first,546250,Mahindra Tuv 300,kaggle_market,5.46
Hyundai,Eon,2016,10,23000,Petrol,Manual,first,256500,Hyundai Eon,kaggle_market,2.56
Hyundai,Verna,2012,14,77000,Petrol,Manual,first,370500,Hyundai Verna,kaggle_market,3.7
Volvo,S60,2012,14,45000,Diesel,Automatic,second,1235000,Volvo S60,kaggle_market,12.35
Maruti Suzuki,Vitara-Brezza,2019,7,70737,Diesel,Automatic,second,770450,Maruti Suzuki Vitara-Brezza,kaggle_market,7.7
Mercedes-Benz,Gla Class,2019,7,40000,Diesel,Automatic,second,1900000,Mercedes-Benz Gla Class,kaggle_market,19.0
Mahindra,Xuv500,2018,8,71000,Diesel,Manual,first,897750,Mahindra Xuv500,kaggle_market,8.98
Jeep,Compass,2018,8,80000,Diesel,Manual,first,931000,Jeep Compass,kaggle_market,9.31
Honda,City,2013,13,90000,Petrol,Manual,first,356250,Honda City,kaggle_market,3.56
Audi,A6,2013,13,125000,Diesel,Automatic,second,855000,Audi A6,kaggle_market,8.55
Honda,Amaze,2018,8,42000,Diesel,Manual,second,356250,Honda Amaze,kaggle_market,3.56
Honda,Amaze,2018,8,77000,Diesel,Manual,first,522500,Honda Amaze,kaggle_market,5.22
Maruti Suzuki,Celerio,2019,7,68000,Petrol,Automatic,second,403750,Maruti Suzuki Celerio,kaggle_market,4.04
Land Rover,Discovery Sport,2019,7,97000,Diesel,Automatic,second,2850000,Land Rover Discovery Sport,kaggle_market,28.5
Bmw,X3,2022,4,11000,Petrol,Automatic,first,6365000,Bmw X3,kaggle_market,63.65
Maruti Suzuki,Swift-Dzire,2019,7,106000,Diesel,Manual,first,551000,Maruti Suzuki Swift-Dzire,kaggle_market,5.51
Kia,Sonet,2021,5,81236,Petrol,Automatic,first,921500,Kia Sonet,kaggle_market,9.22
Maruti Suzuki,Baleno,2017,9,102000,Petrol,Manual,second,513000,Maruti Suzuki Baleno,kaggle_market,5.13
Bmw,3 Series,2012,14,80000,Diesel,Automatic,second,617500,Bmw 3 Series,kaggle_market,6.18
Maruti Suzuki,Swift-Dzire,2013,13,98000,Diesel,Manual,first,365750,Maruti Suzuki Swift-Dzire,kaggle_market,3.66
Jaguar,F-Pace,2021,5,19000,Petrol,Automatic,first,5866250,Jaguar F-Pace,kaggle_market,58.66
Volkswagen,Tiguan,2018,8,93173,Diesel,Automatic,first,1852500,Volkswagen Tiguan,kaggle_market,18.52
Honda,City,2003,23,102300,Petrol,Manual,second,118750,Honda City,kaggle_market,1.19
Ford,Endeavour,2017,9,144000,Diesel,Automatic,first,2090000,Ford Endeavour,kaggle_market,20.9
Toyota,Innova,2010,16,288000,Diesel,Manual,second,664050,Toyota Innova,kaggle_market,6.64
Toyota,Innova,2013,13,125000,Diesel,Manual,second,1021250,Toyota Innova,kaggle_market,10.21
Maruti Suzuki,Swift,2018,8,36000,Petrol,Automatic,first,631750,Maruti Suzuki Swift,kaggle_market,6.32
Land Rover,Discovery,2019,7,28000,Petrol,Automatic,first,4156250,Land Rover Discovery,kaggle_market,41.56
Ford,Fiesta,2008,18,158000,Petrol,Automatic,second,114000,Ford Fiesta,kaggle_market,1.14
Mahindra,Xuv700,2023,3,25000,Petrol,Automatic,first,2161250,Mahindra Xuv700,kaggle_market,21.61
Maruti Suzuki,Swift,2022,4,40000,Petrol,Automatic,first,736250,Maruti Suzuki Swift,kaggle_market,7.36
Honda,City,2016,10,141000,Diesel,Manual,second,579500,Honda City,kaggle_market,5.8
Skoda,Laura,2010,16,82000,Diesel,Manual,first,451250,Skoda Laura,kaggle_market,4.51
Honda,Brio,2014,12,67000,Petrol,Automatic,first,275500,Honda Brio,kaggle_market,2.76
Mahindra,Thar,2021,5,70000,Diesel,Manual,first,1282500,Mahindra Thar,kaggle_market,12.82
Hyundai,I20,2012,14,46000,Petrol,Manual,second,304950,Hyundai I20,kaggle_market,3.05
Tata,Tiago,2020,6,70716,Petrol,Manual,first,465500,Tata Tiago,kaggle_market,4.66
Audi,Q3,2018,8,55000,Diesel,Automatic,second,1330000,Audi Q3,kaggle_market,13.3
Kia,Carnival,2022,4,25000,Diesel,Automatic,second,3419050,Kia Carnival,kaggle_market,34.19
Maruti Suzuki,Alto-800,2020,6,46000,Petrol,Manual,first,346750,Maruti Suzuki Alto-800,kaggle_market,3.47
Hyundai,I10,2013,13,63000,Petrol,Manual,second,175750,Hyundai I10,kaggle_market,1.76
Maruti Suzuki,Swift,2018,8,55000,Petrol,Automatic,second,536750,Maruti Suzuki Swift,kaggle_market,5.37
Hyundai,Grand I10 Nios,2022,4,35000,Petrol,Automatic,first,650750,Hyundai Grand I10 Nios,kaggle_market,6.51
Hyundai,Grand I10 Nios,2021,5,22000,Petrol,Manual,first,521550,Hyundai Grand I10 Nios,kaggle_market,5.22
Renault,Duster,2016,10,82000,Diesel,Manual,first,546250,Renault Duster,kaggle_market,5.46
Mahindra,Xuv700,2021,5,23883,Petrol,Automatic,second,2132750,Mahindra Xuv700,kaggle_market,21.33
Chevrolet,Enjoy,2014,12,90000,Diesel,Manual,second,313500,Chevrolet Enjoy,kaggle_market,3.14
Volkswagen,Ventotest,2012,14,32000,Petrol,Automatic,second,427500,Volkswagen Ventotest,kaggle_market,4.28
Maruti Suzuki,Swift-Dzire,2016,10,95000,Petrol,Manual,second,484500,Maruti Suzuki Swift-Dzire,kaggle_market,4.84
Toyota,Fortuner,2013,13,150000,Diesel,Automatic,second,1320500,Toyota Fortuner,kaggle_market,13.2
Mahindra,Scorpio,2014,12,113000,Diesel,Automatic,second,755250,Mahindra Scorpio,kaggle_market,7.55
Tata,Indigo Ecs,2012,14,98000,Petrol,Manual,second,137750,Tata Indigo Ecs,kaggle_market,1.38
Mercedes-Benz,C-Class,2018,8,70000,Diesel,Automatic,first,2137500,Mercedes-Benz C-Class,kaggle_market,21.38
Chevrolet,Enjoy,2013,13,136000,Diesel,Manual,second,418000,Chevrolet Enjoy,kaggle_market,4.18
Bmw,3 Series,2015,11,70000,Diesel,Automatic,first,869250,Bmw 3 Series,kaggle_market,8.69
Land Rover,Range Rover Sport,2021,5,37000,Petrol,Automatic,first,9120000,Land Rover Range Rover Sport,kaggle_market,91.2
Mercedes-Benz,M-Class,2012,14,90000,Diesel,Automatic,second,1567500,Mercedes-Benz M-Class,kaggle_market,15.68
Volkswagen,Polo,2017,9,55200,Petrol,Automatic,first,560500,Volkswagen Polo,kaggle_market,5.6
Hyundai,I10,2015,11,79000,Petrol,Manual,first,323000,Hyundai I10,kaggle_market,3.23
Toyota,Innova Crysta,2020,6,36000,Diesel,Automatic,second,2270500,Toyota Innova Crysta,kaggle_market,22.7
Datsun,Go Plus,2018,8,50002,Petrol,Manual,first,256500,Datsun Go Plus,kaggle_market,2.56
Maruti Suzuki,Baleno,2021,5,40022,Petrol,Manual,first,608000,Maruti Suzuki Baleno,kaggle_market,6.08
Nissan,Terrano,2014,12,80000,Diesel,Manual,second,360050,Nissan Terrano,kaggle_market,3.6
Tata,Altroz,2022,4,10000,Petrol,Automatic,first,940500,Tata Altroz,kaggle_market,9.4
Toyota,Innova Crysta,2017,9,115000,Diesel,Automatic,second,1600750,Toyota Innova Crysta,kaggle_market,16.01
Hyundai,Elite I20,2019,7,24000,Petrol,Automatic,first,688750,Hyundai Elite I20,kaggle_market,6.89
Kia,Sonet,2020,6,38271,Petrol,Automatic,second,992750,Kia Sonet,kaggle_market,9.93
Hyundai,I20,2014,12,86000,Diesel,Manual,second,422750,Hyundai I20,kaggle_market,4.23
Kia,Sonet,2020,6,35000,Diesel,Manual,first,902500,Kia Sonet,kaggle_market,9.02
Tata,Nexon,2019,7,47000,Petrol,Manual,first,569999,Tata Nexon,kaggle_market,5.7
Mahindra,Thar,2021,5,28000,Diesel,Manual,first,1372750,Mahindra Thar,kaggle_market,13.73
Renault,Kwid,2019,7,36000,Petrol,Manual,second,294500,Renault Kwid,kaggle_market,2.94
Maruti Suzuki,Wagon-R,2009,17,72000,Petrol,Manual,second,122550,Maruti Suzuki Wagon-R,kaggle_market,1.23
Volkswagen,Polo,2013,13,61000,Petrol,Automatic,first,389500,Volkswagen Polo,kaggle_market,3.9
Land Rover,Range Rover,2012,14,23102,Diesel,Automatic,second,4555250,Land Rover Range Rover,kaggle_market,45.55
Maruti Suzuki,Vitara-Brezza,2020,6,51421,Petrol,Manual,first,745750,Maruti Suzuki Vitara-Brezza,kaggle_market,7.46
Maruti Suzuki,A-Star,2013,13,26263,Petrol,Automatic,first,346750,Maruti Suzuki A-Star,kaggle_market,3.47
Mahindra,Scorpio,2019,7,42000,Diesel,Manual,second,1330000,Mahindra Scorpio,kaggle_market,13.3
Maruti Suzuki,Eeco,2023,3,15000,Petrol,Manual,first,570000,Maruti Suzuki Eeco,kaggle_market,5.7
Toyota,Fortuner,2015,11,163000,Diesel,Manual,first,1472500,Toyota Fortuner,kaggle_market,14.72
Maruti Suzuki,S-Cross,2018,8,94000,Diesel,Manual,first,797999,Maruti Suzuki S-Cross,kaggle_market,7.98
Maruti Suzuki,Baleno,2018,8,32000,Petrol,Automatic,first,655500,Maruti Suzuki Baleno,kaggle_market,6.56
Mahindra,Xuv500,2016,10,122000,Diesel,Automatic,second,807500,Mahindra Xuv500,kaggle_market,8.07
Maruti Suzuki,Baleno,2020,6,40000,Petrol,Manual,first,617500,Maruti Suzuki Baleno,kaggle_market,6.18
Jeep,Compass,2018,8,52000,Diesel,Manual,first,996550,Jeep Compass,kaggle_market,9.97
Maruti Suzuki,Ciaz,2017,9,86000,Diesel,Manual,first,522500,Maruti Suzuki Ciaz,kaggle_market,5.22
Hyundai,Grand I10,2016,10,96290,Petrol,Manual,second,358150,Hyundai Grand I10,kaggle_market,3.58
Mahindra,Bolero,2013,13,61000,Diesel,Manual,second,427500,Mahindra Bolero,kaggle_market,4.28
Kia,Carnival,2021,5,80500,Diesel,Automatic,first,2518450,Kia Carnival,kaggle_market,25.18
Maruti Suzuki,Swift-Dzire,2018,8,80000,Diesel,Manual,second,712500,Maruti Suzuki Swift-Dzire,kaggle_market,7.12
Mahindra,Scorpio,2015,11,140000,Diesel,Automatic,second,711550,Mahindra Scorpio,kaggle_market,7.12
Bmw,3 Series Gran Limousine,2021,5,18800,Petrol,Automatic,first,4702500,Bmw 3 Series Gran Limousine,kaggle_market,47.02
Hyundai,Verna,2018,8,50000,Diesel,Manual,second,551000,Hyundai Verna,kaggle_market,5.51
Toyota,Innova,2014,12,174000,Diesel,Manual,second,850250,Toyota Innova,kaggle_market,8.5
Renault,Duster,2014,12,100000,Diesel,Manual,second,342000,Renault Duster,kaggle_market,3.42
Hyundai,Creta,2019,7,90000,Diesel,Manual,first,1064000,Hyundai Creta,kaggle_market,10.64
Hyundai,I10,2010,16,66000,Petrol,Automatic,second,280250,Hyundai I10,kaggle_market,2.8
Lexus,Nx,2019,7,57000,Petrol,Automatic,second,3705000,Lexus Nx,kaggle_market,37.05
Toyota,Innova Crysta,2018,8,140000,Diesel,Manual,first,1663450,Toyota Innova Crysta,kaggle_market,16.63
Hyundai,Fluidic Verna,2018,8,77000,Diesel,Automatic,first,831250,Hyundai Fluidic Verna,kaggle_market,8.31
Maruti Suzuki,Wagon R 1.0,2018,8,32000,Petrol,Manual,second,375250,Maruti Suzuki Wagon R 1.0,kaggle_market,3.75
Mahindra,Bolero,2010,16,71000,Diesel,Manual,second,280250,Mahindra Bolero,kaggle_market,2.8
Hyundai,I10,2013,13,63000,Petrol,Manual,second,209000,Hyundai I10,kaggle_market,2.09
Hyundai,Venue,2019,7,28000,Petrol,Automatic,first,878750,Hyundai Venue,kaggle_market,8.79
Maruti Suzuki,Swift,2016,10,80000,Petrol,Manual,first,430350,Maruti Suzuki Swift,kaggle_market,4.3
Mahindra,Scorpio,2006,20,132884,Diesel,Manual,second,218500,Mahindra Scorpio,kaggle_market,2.18
Mahindra,Xuv500,2017,9,55000,Diesel,Automatic,first,1377500,Mahindra Xuv500,kaggle_market,13.78
Hyundai,Eon,2014,12,30000,Petrol,Manual,first,199500,Hyundai Eon,kaggle_market,2.0
Ford,Ecosport,2015,11,58000,Diesel,Manual,first,320150,Ford Ecosport,kaggle_market,3.2
Volkswagen,Vento,2016,10,136000,Diesel,Automatic,first,593750,Volkswagen Vento,kaggle_market,5.94
Toyota,Innova,2006,20,200000,Diesel,Manual,second,209000,Toyota Innova,kaggle_market,2.09
Tata,Nano,2014,12,66000,Petrol,Automatic,second,99750,Tata Nano,kaggle_market,1.0
Maruti Suzuki,Wagon-R,2013,13,130000,Petrol,Manual,second,251750,Maruti Suzuki Wagon-R,kaggle_market,2.52
Mahindra,Thar,2024,2,7000,Diesel,Automatic,first,1496250,Mahindra Thar,kaggle_market,14.96
Kia,Sonet,2020,6,87000,Diesel,Manual,second,978500,Kia Sonet,kaggle_market,9.78
Mahindra,Kuv 100,2017,9,55000,Diesel,Manual,first,413250,Mahindra Kuv 100,kaggle_market,4.13
Hyundai,Grand I10,2009,17,120000,Petrol,Manual,first,161500,Hyundai Grand I10,kaggle_market,1.62
Hyundai,Creta,2019,7,66651,Diesel,Automatic,second,969950,Hyundai Creta,kaggle_market,9.7
Hyundai,I20,2011,15,108000,Petrol,Manual,second,285000,Hyundai I20,kaggle_market,2.85
Toyota,Innova,2014,12,135000,Diesel,Manual,second,1040250,Toyota Innova,kaggle_market,10.4
Ford,Ecosport,2015,11,52500,Petrol,Automatic,first,531999,Ford Ecosport,kaggle_market,5.32
Maruti Suzuki,Wagon-R,2011,15,33600,Petrol,Manual,second,213750,Maruti Suzuki Wagon-R,kaggle_market,2.14
Mahindra,Tuv,2017,9,103000,Diesel,Automatic,second,565250,Mahindra Tuv,kaggle_market,5.65
Chevrolet,Spark,2008,18,38319,Petrol,Manual,second,132050,Chevrolet Spark,kaggle_market,1.32
Maruti Suzuki,Swift,2014,12,100000,Diesel,Manual,second,465500,Maruti Suzuki Swift,kaggle_market,4.66
Maruti Suzuki,Xl6,2021,5,40000,Petrol,Manual,second,888250,Maruti Suzuki Xl6,kaggle_market,8.88
Maruti Suzuki,Sx4,2007,19,60000,Petrol,Manual,second,118750,Maruti Suzuki Sx4,kaggle_market,1.19
Isuzu,Mux,2017,9,75000,Diesel,Automatic,first,1377500,Isuzu Mux,kaggle_market,13.78
Hyundai,New I20,2014,12,55000,Petrol,Manual,second,441750,Hyundai New I20,kaggle_market,4.42
Volkswagen,Ventotest,2011,15,78000,Diesel,Manual,second,275500,Volkswagen Ventotest,kaggle_market,2.76
Maruti Suzuki,Swift-Dzire,2017,9,101000,Diesel,Manual,first,617500,Maruti Suzuki Swift-Dzire,kaggle_market,6.18
Mahindra,Jeep,2008,18,9350,Diesel,Manual,second,380000,Mahindra Jeep,kaggle_market,3.8
Maruti Suzuki,Swift-Dzire,2015,11,67000,Petrol,Manual,second,332499,Maruti Suzuki Swift-Dzire,kaggle_market,3.32
Volkswagen,Polo,2015,11,90000,Diesel,Manual,second,370500,Volkswagen Polo,kaggle_market,3.7
Tata,Safari Storme,2017,9,81000,Diesel,Manual,second,688750,Tata Safari Storme,kaggle_market,6.89
Mahindra,Scorpio Classic,2021,5,64000,Diesel,Manual,second,1169450,Mahindra Scorpio Classic,kaggle_market,11.69
Mahindra,Scorpio,2015,11,93000,Diesel,Manual,first,641250,Mahindra Scorpio,kaggle_market,6.41
Tata,Nexon,2019,7,41000,Petrol,Automatic,second,498750,Tata Nexon,kaggle_market,4.99
Volkswagen,Ventotest,2019,7,28000,Petrol,Manual,first,807500,Volkswagen Ventotest,kaggle_market,8.07
Honda,City,2010,16,93500,Petrol,Manual,second,199499,Honda City,kaggle_market,1.99
Hyundai,Santro Xing,2007,19,95000,Petrol,Manual,first,57000,Hyundai Santro Xing,kaggle_market,0.57
Audi,A3,2015,11,140000,Diesel,Automatic,second,1211250,Audi A3,kaggle_market,12.11
Honda,Wrv,2018,8,80000,Diesel,Manual,second,598500,Honda Wrv,kaggle_market,5.98
Maruti Suzuki,Xl6,2021,5,64000,Petrol,Manual,first,878750,Maruti Suzuki Xl6,kaggle_market,8.79
Mercedes-Benz,Glc,2019,7,30000,Diesel,Automatic,second,4740500,Mercedes-Benz Glc,kaggle_market,47.4
Skoda,Octavia,2018,8,94425,Diesel,Automatic,first,1235000,Skoda Octavia,kaggle_market,12.35
Toyota,Corolla Altis,2010,16,72000,Petrol,Manual,second,213750,Toyota Corolla Altis,kaggle_market,2.14
Chevrolet,Optra Magnum,2010,16,56700,Petrol,Automatic,second,128250,Chevrolet Optra Magnum,kaggle_market,1.28
Audi,A4,2017,9,29600,Diesel,Automatic,second,1946550,Audi A4,kaggle_market,19.47
Audi,A4,2017,9,95000,Diesel,Automatic,first,1615000,Audi A4,kaggle_market,16.15
Honda,City,2011,15,78000,Petrol,Manual,second,204250,Honda City,kaggle_market,2.04
Hyundai,Venue,2019,7,60000,Diesel,Manual,first,707750,Hyundai Venue,kaggle_market,7.08
Hyundai,Grand I10,2015,11,43000,Petrol,Manual,second,331550,Hyundai Grand I10,kaggle_market,3.32
Hyundai,Venue,2022,4,17000,Petrol,Manual,first,788500,Hyundai Venue,kaggle_market,7.88
Hyundai,Grand I10,2015,11,48000,Petrol,Manual,first,346750,Hyundai Grand I10,kaggle_market,3.47
Toyota,2.8 Legender 4X2,2024,2,6000,Diesel,Automatic,first,5225000,Toyota 2.8 Legender 4X2,kaggle_market,52.25
Honda,Amaze,2021,5,32000,Petrol,Automatic,first,560500,Honda Amaze,kaggle_market,5.6
Tata,Harrier,2021,5,71000,Diesel,Automatic,first,1662500,Tata Harrier,kaggle_market,16.62
Chevrolet,Spark,2010,16,93000,Petrol,Manual,second,160550,Chevrolet Spark,kaggle_market,1.61
Toyota,Yaris,2021,5,32000,Petrol,Automatic,first,973750,Toyota Yaris,kaggle_market,9.74
Honda,Brio,2016,10,90000,Petrol,Manual,first,332500,Honda Brio,kaggle_market,3.32
Mahindra,Scorpio Classic,2023,3,31500,Diesel,Manual,first,1605500,Mahindra Scorpio Classic,kaggle_market,16.06
Mercedes-Benz,Gl-Class,2015,11,115000,Diesel,Automatic,second,2365500,Mercedes-Benz Gl-Class,kaggle_market,23.66
Audi,A6,2012,14,67000,Diesel,Automatic,second,1045000,Audi A6,kaggle_market,10.45
Skoda,Rapid,2015,11,39500,Petrol,Manual,second,331550,Skoda Rapid,kaggle_market,3.32
Mahindra,Scorpio,2013,13,87000,Diesel,Manual,second,546250,Mahindra Scorpio,kaggle_market,5.46
Honda,City Zx,2008,18,90000,Petrol,Manual,second,137750,Honda City Zx,kaggle_market,1.38
Maruti Suzuki,Baleno,2021,5,47000,Petrol,Manual,second,546250,Maruti Suzuki Baleno,kaggle_market,5.46
Hyundai,Verna,2017,9,89410,Diesel,Manual,first,750500,Hyundai Verna,kaggle_market,7.5
Honda,Amaze,2021,5,52689,Petrol,Automatic,first,674500,Honda Amaze,kaggle_market,6.74
Jaguar,Xf,2014,12,68000,Diesel,Automatic,second,973750,Jaguar Xf,kaggle_market,9.74
Volkswagen,Ameo,2019,7,92000,Diesel,Automatic,second,608000,Volkswagen Ameo,kaggle_market,6.08
Maruti Suzuki,Baleno,2018,8,54000,Diesel,Manual,first,636500,Maruti Suzuki Baleno,kaggle_market,6.36
Volkswagen,Ventotest,2015,11,66000,Diesel,Manual,second,465500,Volkswagen Ventotest,kaggle_market,4.66
Hyundai,I20,2019,7,45000,Petrol,Automatic,first,688750,Hyundai I20,kaggle_market,6.89
Audi,A6,2012,14,86310,Diesel,Manual,first,902500,Audi A6,kaggle_market,9.02
Hyundai,Eon,2013,13,58836,Petrol,Manual,second,223250,Hyundai Eon,kaggle_market,2.23
Toyota,Corolla Altis,2017,9,100000,Petrol,Automatic,second,850250,Toyota Corolla Altis,kaggle_market,8.5
Mahindra,Xuv 300,2021,5,69846,Diesel,Automatic,first,1035500,Mahindra Xuv 300,kaggle_market,10.36
Maruti Suzuki,Alto-800,2015,11,150000,Petrol,Automatic,second,161500,Maruti Suzuki Alto-800,kaggle_market,1.62
Hyundai,Creta,2018,8,95000,Diesel,Manual,first,854050,Hyundai Creta,kaggle_market,8.54
Mercedes-Benz,Glc Class,2021,5,28000,Diesel,Automatic,first,6507500,Mercedes-Benz Glc Class,kaggle_market,65.08
Maruti Suzuki,Alto-800,2019,7,26000,Petrol,Manual,first,313500,Maruti Suzuki Alto-800,kaggle_market,3.14
Toyota,Corolla Altis,2012,14,115000,Diesel,Manual,second,394250,Toyota Corolla Altis,kaggle_market,3.94
Maruti Suzuki,Grand Vitara,2021,5,31000,Petrol,Manual,first,707750,Maruti Suzuki Grand Vitara,kaggle_market,7.08
Tata,Tiago,2018,8,77400,Diesel,Manual,first,470250,Tata Tiago,kaggle_market,4.7
Mercedes-Benz,Gla,2016,10,35300,Diesel,Automatic,second,1781250,Mercedes-Benz Gla,kaggle_market,17.81
Mahindra,Marazzo,2020,6,52000,Diesel,Automatic,first,902500,Mahindra Marazzo,kaggle_market,9.02
Ford,Endeavour,2018,8,49000,Diesel,Automatic,first,2365500,Ford Endeavour,kaggle_market,23.66
Maruti Suzuki,Swift,2017,9,72000,Petrol,Manual,second,513000,Maruti Suzuki Swift,kaggle_market,5.13
Maruti Suzuki,Alto,2005,21,250000,Petrol,Manual,second,71250,Maruti Suzuki Alto,kaggle_market,0.71
Toyota,Innova,2011,15,105000,Diesel,Manual,second,399950,Toyota Innova,kaggle_market,4.0
Maruti Suzuki,Celerio,2018,8,54553,Petrol,Manual,second,308750,Maruti Suzuki Celerio,kaggle_market,3.09
Kia,Sonet,2021,5,77000,Diesel,Manual,first,1093450,Kia Sonet,kaggle_market,10.93
Tata,Nexon,2022,4,55000,Diesel,Automatic,first,1225500,Tata Nexon,kaggle_market,12.26
Mercedes-Benz,A-Class Limousine,2023,3,15000,Diesel,Automatic,first,3610000,Mercedes-Benz A-Class Limousine,kaggle_market,36.1
Toyota,Innova Crysta,2017,9,99000,Diesel,Manual,second,1781250,Toyota Innova Crysta,kaggle_market,17.81
Maruti Suzuki,Ciaz,2016,10,114000,Petrol,Manual,first,474050,Maruti Suzuki Ciaz,kaggle_market,4.74
Chevrolet,Sail,2016,10,120000,Diesel,Manual,second,232750,Chevrolet Sail,kaggle_market,2.33
Mahindra,Xylo,2015,11,123000,Diesel,Manual,second,688750,Mahindra Xylo,kaggle_market,6.89
Honda,Crv,2010,16,94000,Petrol,Automatic,second,451250,Honda Crv,kaggle_market,4.51
Renault,Duster,2014,12,96500,Diesel,Manual,second,256500,Renault Duster,kaggle_market,2.56
Mercedes-Benz,C-Class,2020,6,29000,Diesel,Automatic,second,3800000,Mercedes-Benz C-Class,kaggle_market,38.0
Kia,Sonet,2022,4,26793,Petrol,Manual,first,779950,Kia Sonet,kaggle_market,7.8
Honda,Jazz,2017,9,52639,Petrol,Automatic,first,450300,Honda Jazz,kaggle_market,4.5
Tata,Harrier,2023,3,7500,Diesel,Manual,first,1591250,Tata Harrier,kaggle_market,15.91
Bmw,5 Series,2012,14,50000,Diesel,Automatic,first,1187500,Bmw 5 Series,kaggle_market,11.88
Maruti Suzuki,Wagon-R,2004,22,110000,Petrol,Manual,second,95000,Maruti Suzuki Wagon-R,kaggle_market,0.95
Skoda,Rapid,2013,13,107316,Diesel,Manual,first,413250,Skoda Rapid,kaggle_market,4.13
Toyota,Corolla,2006,20,114831,Petrol,Automatic,second,213750,Toyota Corolla,kaggle_market,2.14
Mahindra,Xuv500,2016,10,80000,Diesel,Manual,second,427500,Mahindra Xuv500,kaggle_market,4.28
Maruti Suzuki,Omni,2011,15,55000,Petrol,Manual,second,242250,Maruti Suzuki Omni,kaggle_market,2.42
Tata,Nexon,2018,8,98000,Diesel,Manual,first,498750,Tata Nexon,kaggle_market,4.99
Ford,Endeavour,2018,8,93000,Diesel,Automatic,first,1899050,Ford Endeavour,kaggle_market,18.99
Bmw,X3,2017,9,156000,Diesel,Automatic,first,1900000,Bmw X3,kaggle_market,19.0
Tata,Altroz,2021,5,27999,Petrol,Manual,first,627000,Tata Altroz,kaggle_market,6.27
Maruti Suzuki,S-Presso,2020,6,19000,Petrol,Automatic,first,460750,Maruti Suzuki S-Presso,kaggle_market,4.61
Tata,Tiago,2021,5,25000,Petrol,Automatic,first,617500,Tata Tiago,kaggle_market,6.18
Kia,Seltos,2021,5,43123,Petrol,Automatic,first,1372750,Kia Seltos,kaggle_market,13.73
Mercedes-Benz,Gla,2016,10,57000,Diesel,Automatic,first,1225500,Mercedes-Benz Gla,kaggle_market,12.26
Hyundai,Santro Xing,2010,16,84500,Petrol,Manual,second,171000,Hyundai Santro Xing,kaggle_market,1.71
Kia,Carens,2022,4,39000,Diesel,Manual,second,1282500,Kia Carens,kaggle_market,12.82
Maruti Suzuki,Celerio,2017,9,47000,Petrol,Manual,second,370500,Maruti Suzuki Celerio,kaggle_market,3.7
Maruti Suzuki,Vitara-Brezza,2018,8,72000,Diesel,Manual,first,546250,Maruti Suzuki Vitara-Brezza,kaggle_market,5.46
Maruti Suzuki,Ritz,2016,10,128069,Diesel,Manual,first,308750,Maruti Suzuki Ritz,kaggle_market,3.09
Hyundai,I20 Active,2015,11,47000,Diesel,Manual,first,617499,Hyundai I20 Active,kaggle_market,6.17
Hyundai,Creta,2023,3,70000,Diesel,Automatic,first,1710000,Hyundai Creta,kaggle_market,17.1
Renault,Kwid,2016,10,17000,Petrol,Manual,second,280250,Renault Kwid,kaggle_market,2.8
Honda,City,2010,16,126000,Petrol,Manual,second,356250,Honda City,kaggle_market,3.56
Maruti Suzuki,Wagon-R,2012,14,83000,Petrol,Manual,second,199500,Maruti Suzuki Wagon-R,kaggle_market,2.0
Maruti Suzuki,Swift,2016,10,47884,Petrol,Manual,first,427500,Maruti Suzuki Swift,kaggle_market,4.28
Land Rover,Range Rover Sport,2019,7,64000,Diesel,Automatic,first,7505000,Land Rover Range Rover Sport,kaggle_market,75.05
Kia,Carnival,2021,5,23000,Diesel,Automatic,first,2560250,Kia Carnival,kaggle_market,25.6
Toyota,Fortuner,2021,5,31500,Diesel,Automatic,first,3514050,Toyota Fortuner,kaggle_market,35.14
Maruti Suzuki,Baleno,2019,7,65000,Petrol,Automatic,second,555750,Maruti Suzuki Baleno,kaggle_market,5.56
Maruti Suzuki,Swift-Dzire,2015,11,87419,Petrol,Manual,second,494000,Maruti Suzuki Swift-Dzire,kaggle_market,4.94
Hyundai,Grand I10,2018,8,65000,Diesel,Manual,first,422750,Hyundai Grand I10,kaggle_market,4.23
Volkswagen,Ventotest,2015,11,69000,Petrol,Automatic,second,498750,Volkswagen Ventotest,kaggle_market,4.99
Maruti Suzuki,Wagon-R,2009,17,90000,Petrol,Manual,second,114000,Maruti Suzuki Wagon-R,kaggle_market,1.14
Audi,A6,2021,5,8000,Petrol,Automatic,first,5605000,Audi A6,kaggle_market,56.05
Bmw,5 Series,2023,3,7000,Diesel,Automatic,first,6270000,Bmw 5 Series,kaggle_market,62.7
Ford,Ecosport,2016,10,69000,Diesel,Manual,first,474050,Ford Ecosport,kaggle_market,4.74
Maruti Suzuki,Baleno,2023,3,22000,Petrol,Manual,first,892999,Maruti Suzuki Baleno,kaggle_market,8.93
